TSLA,Date,Close
TSLA,8/8/2018,370.34
TSLA,8/9/2018,352.45
TSLA,8/10/2018,355.49
TSLA,8/13/2018,356.41
TSLA,8/14/2018,347.64
TSLA,8/15/2018,338.69
TSLA,8/16/2018,335.45
TSLA,8/17/2018,305.5
TSLA,8/20/2018,308.44
TSLA,8/21/2018,321.9
TSLA,8/22/2018,321.64
TSLA,8/23/2018,320.1
TSLA,8/24/2018,322.82
TSLA,8/27/2018,319.27
TSLA,8/28/2018,311.86
TSLA,8/29/2018,305.01
TSLA,8/30/2018,303.15
TSLA,8/31/2018,301.66
TSLA,9/4/2018,288.95
TSLA,9/5/2018,280.74
TSLA,9/6/2018,280.95
TSLA,9/7/2018,263.24
TSLA,9/10/2018,285.5
TSLA,9/11/2018,279.44
TSLA,9/12/2018,290.54
TSLA,9/13/2018,289.46
TSLA,9/14/2018,295.2
TSLA,9/17/2018,294.84
TSLA,9/18/2018,284.96
TSLA,9/19/2018,299.02
TSLA,9/20/2018,298.33
TSLA,9/21/2018,299.1
TSLA,9/24/2018,299.68
TSLA,9/25/2018,300.99
TSLA,9/26/2018,309.58
TSLA,9/27/2018,307.52
TSLA,9/28/2018,264.77
TSLA,10/1/2018,310.7
TSLA,10/2/2018,301.02
TSLA,10/3/2018,294.8
TSLA,10/4/2018,281.83
TSLA,10/5/2018,261.95
TSLA,10/8/2018,250.56
TSLA,10/9/2018,262.8
TSLA,10/10/2018,256.88
TSLA,10/11/2018,252.23
TSLA,10/12/2018,258.78
TSLA,10/15/2018,259.59
TSLA,10/16/2018,276.59
TSLA,10/17/2018,271.78
TSLA,10/18/2018,263.91
TSLA,10/19/2018,260
TSLA,10/22/2018,260.95
TSLA,10/23/2018,294.14
TSLA,10/24/2018,288.5
TSLA,10/25/2018,314.86
TSLA,10/26/2018,330.9
TSLA,10/29/2018,334.85
TSLA,10/30/2018,329.9
TSLA,10/31/2018,337.32
TSLA,11/1/2018,344.28
TSLA,11/2/2018,346.41
TSLA,11/5/2018,341.4
TSLA,11/6/2018,341.06
TSLA,11/7/2018,348.16
TSLA,11/8/2018,351.4
TSLA,11/9/2018,350.51
TSLA,11/12/2018,331.28
TSLA,11/13/2018,338.73
TSLA,11/14/2018,344
TSLA,11/15/2018,348.44
TSLA,11/16/2018,354.31
TSLA,11/19/2018,353.47
TSLA,11/20/2018,347.49
TSLA,11/21/2018,338.19
TSLA,11/23/2018,325.83
TSLA,11/26/2018,346
TSLA,11/27/2018,343.92
TSLA,11/28/2018,347.87
TSLA,11/29/2018,341.17
TSLA,11/30/2018,350.48
TSLA,12/3/2018,358.49
TSLA,12/4/2018,359.7
TSLA,12/6/2018,363.06
TSLA,12/7/2018,357.97
TSLA,12/10/2018,365.15
TSLA,12/11/2018,366.76
TSLA,12/12/2018,366.6
TSLA,12/13/2018,376.79
TSLA,12/14/2018,365.71
TSLA,12/17/2018,348.42
TSLA,12/18/2018,337.03
TSLA,12/19/2018,332.97
TSLA,12/20/2018,315.38
TSLA,12/21/2018,319.77
TSLA,12/24/2018,295.39
TSLA,12/26/2018,326.09
TSLA,12/27/2018,316.13
TSLA,12/28/2018,333.87
TSLA,12/31/2018,332.8
TSLA,1/2/2019,310.12
TSLA,1/3/2019,300.36
TSLA,1/4/2019,317.69
TSLA,1/7/2019,334.96
TSLA,1/8/2019,335.35
TSLA,1/9/2019,338.53
TSLA,1/10/2019,344.97
TSLA,1/11/2019,347.26
TSLA,1/14/2019,334.4
TSLA,1/15/2019,344.43
TSLA,1/16/2019,346.05
TSLA,1/17/2019,347.31
TSLA,1/18/2019,302.26
TSLA,1/22/2019,298.92
TSLA,1/23/2019,287.59
TSLA,1/24/2019,291.51
TSLA,1/25/2019,297.04
TSLA,1/28/2019,296.38
TSLA,1/29/2019,297.46
TSLA,1/30/2019,308.77
TSLA,1/31/2019,307.02
TSLA,2/1/2019,312.21
TSLA,2/4/2019,312.89
TSLA,2/5/2019,321.35
TSLA,2/6/2019,317.22
TSLA,2/7/2019,307.51
TSLA,2/8/2019,305.8
TSLA,2/11/2019,312.84
TSLA,2/12/2019,311.81
TSLA,2/13/2019,308.17
TSLA,2/14/2019,303.77
TSLA,2/15/2019,307.88
TSLA,2/19/2019,305.64
TSLA,2/20/2019,302.56
TSLA,2/21/2019,291.23
TSLA,2/22/2019,294.71
TSLA,2/25/2019,298.77
TSLA,2/26/2019,297.86
TSLA,2/27/2019,314.74
TSLA,2/28/2019,319.88
TSLA,3/1/2019,294.79
TSLA,3/4/2019,285.36
TSLA,3/5/2019,276.54
TSLA,3/6/2019,276.24
TSLA,3/7/2019,276.59
TSLA,3/8/2019,284.14
TSLA,3/11/2019,290.92
TSLA,3/12/2019,283.36
TSLA,3/13/2019,288.96
TSLA,3/14/2019,289.96
TSLA,3/15/2019,275.43
TSLA,3/18/2019,269.49
TSLA,3/19/2019,267.47
TSLA,3/20/2019,273.6
TSLA,3/21/2019,274.02
TSLA,3/22/2019,264.53
TSLA,3/25/2019,260.42
TSLA,3/26/2019,267.77
TSLA,3/27/2019,274.83
TSLA,3/28/2019,278.62
TSLA,3/29/2019,279.86
TSLA,4/1/2019,289.18
TSLA,4/2/2019,285.88
TSLA,4/3/2019,291.81
TSLA,4/4/2019,267.78
TSLA,4/5/2019,274.96
TSLA,4/8/2019,273.2
TSLA,4/9/2019,272.31
TSLA,4/10/2019,276.06
TSLA,4/11/2019,268.42
TSLA,4/12/2019,267.7
TSLA,4/15/2019,266.38
TSLA,4/16/2019,273.36
TSLA,4/17/2019,271.23
TSLA,4/18/2019,273.26
TSLA,4/22/2019,262.75
TSLA,4/23/2019,265.75
TSLA,4/24/2019,272.75
